@relation 'whatever-weka.filters.unsupervised.attribute.Remove-R2-3,8-9,11,13-14'

@attribute label {0,1}
@attribute w2v_max_sim numeric
@attribute quad_ppl numeric
@attribute pos-quad_ppl numeric
@attribute pos-tri_ppl numeric
@attribute w2v_cont_avg numeric
@attribute tri_ppl numeric

@data
0,-0.769188,-0.077514,0.528715,0.25596,-0.731762,-0.299884
1,0.840076,-0.401842,1.98256,2.242345,1.759989,-0.201823
0,-0.844717,-0.680187,-0.040181,-0.28975,-1.233741,-0.752636
1,3.157301,-0.401842,0.00196,0.234131,0.52308,-0.15622
0,-0.959357,-0.506374,-0.819779,-0.900946,-0.84802,-0.714783
0,0.235052,-0.214847,-0.819779,-0.813632,-0.842669,-0.43729
0,-0.632528,-0.616119,-0.061251,-0.267922,-1.204697,-0.795258
1,-0.081094,-0.826104,-0.861919,-0.529863,0.716629,-0.557705
1,5.225618,-1.111194,0.886908,1.085439,0.48749,-0.634605
1,0.0829,2.312641,-0.082321,-0.049638,0.81636,2.335256
1,0.315222,-1.727968,0.191591,0.38693,0.966798,-1.434595
0,-0.525052,-0.220672,0.486574,0.365102,-0.96926,-0.452789
0,-0.656941,0.014757,-0.714428,-0.944602,-0.770448,-0.143999
0,-0.112318,-0.244582,1.202962,1.281895,-1.036818,-0.476931
0,-0.589945,-0.349422,-0.92513,-1.11923,-0.728395,-0.524621
0,-0.976059,-0.364136,0.360153,-0.049638,-1.418891,-0.50942
1,1.751818,1.554241,-1.451885,-1.228372,1.522285,1.742416
0,-0.46666,2.140974,-0.314094,-0.136951,-0.908686,1.863428
0,-0.583276,0.306897,0.254802,0.015847,-0.736037,-0.005104
0,0.066853,-1.024747,-0.019111,-0.28975,-1.23066,-1.102855
1,0.398626,-0.498711,-0.98834,-1.162887,1.714327,-0.056966
1,-0.046344,0.281761,0.254802,0.496072,0.870014,0.527229
0,-0.555078,-0.238145,-1.177972,-1.293857,-0.825402,-0.546975
1,-0.092465,-1.231054,0.549785,0.888984,0.205084,-0.989891
1,1.841072,0.947583,-0.124462,0.037676,2.508145,1.062245
1,0.33405,-0.590369,0.844768,1.129096,0.516249,-0.388706
1,0.400296,2.709621,0.06517,0.190475,-0.185062,2.95492
0,-0.031963,0.221064,0.02303,-0.027809,-1.004485,-0.1285
0,-0.700079,-0.207184,-0.103392,-0.28975,-0.889634,-0.50793
1,1.695457,-1.050804,-1.093692,-1.097401,1.429536,-0.738031
0,-0.796221,0.069323,-0.651217,-0.769975,-0.673452,-0.171719
1,0.871574,-0.181127,1.01333,1.434694,0.693501,0.039903
1,-0.318152,-0.549598,-0.440515,-0.15878,0.465701,-0.200035
0,-0.275427,-0.188178,0.634066,0.474244,-0.760395,-0.444145
1,0.943951,-0.870247,0.760487,1.150925,0.327321,-0.557407
1,-0.575127,1.538301,-1.114762,-0.988259,0.057375,1.749868
1,2.100153,-1.376051,-0.819779,-0.70449,1.405042,-1.090635
0,-0.184917,-0.392645,-0.756568,-0.83546,-0.80075,-0.563965
1,1.706928,-1.299721,-0.166602,0.234131,0.618204,-0.884974
0,-0.790826,-0.303746,0.844768,0.823498,-0.784877,-0.474547
1,-1.128177,1.069895,-1.114762,-1.010088,-0.65531,1.105464
0,-0.140409,-0.11338,1.266172,1.172753,-0.738414,-0.377976
0,-0.269106,0.217079,0.886908,0.474244,-0.532472,-0.042957
1,1.216126,-1.403334,-0.524796,0.015847,0.310757,-1.081693
0,-0.919669,-0.056975,0.107311,-0.049638,-0.472284,-0.331181
0,-0.611062,-0.141582,-0.693357,-0.944602,-0.638468,-0.352939
1,1.088883,2.5214,1.181891,1.281895,1.493684,1.748377
0,-1.028537,-0.504535,1.07654,1.063611,-1.015156,-0.617019
1,-0.272972,-0.753452,-0.040181,0.015847,0.494544,-0.534755
1,-1.906295,-0.017124,0.823698,0.648871,-0.449674,0.05719
1,-0.729516,-0.393871,0.06517,0.146818,0.639038,-0.148172
1,0.302802,2.582097,-1.409745,-1.293857,0.89174,2.588606
1,-0.046315,0.939613,0.718347,0.6707,0.085636,1.192497
0,-0.45449,0.11132,-0.524796,-0.551691,-0.647076,-0.087964
1,0.344116,-0.909485,-0.524796,-0.551691,0.577425,-0.545485
0,-0.118467,-0.080579,0.612996,0.430587,-1.174273,-0.255474
0,-0.130154,-0.548678,0.360153,0.25596,-1.204934,-0.670968
0,-0.170102,-0.08671,-0.440515,-0.420721,-0.839485,-0.3589
1,0.27364,-0.91255,0.612996,1.303723,1.268275,-0.604799
1,1.089817,1.089515,1.097611,1.391037,1.393653,1.70337
1,0.387058,0.672916,1.05547,1.238238,0.477624,0.912024
1,0.142849,-0.175916,0.08624,0.408759,1.984951,0.28759
1,-0.304477,-0.423606,-2.231483,-2.363449,1.648803,-0.121347
0,-0.55536,-0.302213,-1.199043,-1.11923,-0.797481,-0.52164
1,-0.143318,0.172016,0.570855,1.434694,0.575303,0.393997
0,0.699827,-0.502389,-0.314094,-0.333407,0.117264,-0.766347
0,-0.292016,-0.277076,-0.040181,-0.180608,-0.888771,-0.512699
0,-0.994735,-0.222817,0.865838,0.736185,-1.288315,-0.468586
1,0.007268,0.250799,-0.503726,-0.311579,0.658708,0.416352
0,-0.762651,-0.82028,0.233732,0.037676,-0.704665,-0.945182
1,0.802381,-1.485489,-0.609077,-0.246093,0.916793,-1.073944
1,-0.307652,-0.09652,-0.630147,-0.377064,0.359634,0.17403
0,0.190722,0.217079,1.139751,1.172753,-0.607731,-0.103762
0,-0.354957,-0.021722,-0.187672,-0.180608,-1.106807,-0.283193
0,-1.01854,-0.067398,-0.103392,-0.049638,-0.751656,-0.318662
0,-0.989628,-0.295163,0.318013,0.146818,-0.612841,-0.5893
1,0.040713,-0.112767,0.402294,0.539729,1.084087,0.126638
0,0.357335,-1.270905,0.191591,-0.049638,-0.397655,-1.279604
1,0.724497,-0.198907,-1.852219,-1.708597,-0.357604,0.029769
1,1.146987,1.112506,-0.96727,-0.748147,0.41794,1.084004
1,1.568672,-1.22431,0.886908,1.063611,0.702743,-0.845332
1,0.735076,1.921486,-1.536166,-1.468484,0.33748,1.95225
1,2.270042,-0.368428,1.856138,1.740292,1.086201,-0.34966
0,-1.64864,-0.317541,-0.545866,-0.879117,-1.234436,-0.50793
0,0.153081,-0.778896,2.319683,2.395144,-1.333427,-0.892128
0,-0.073282,-0.313556,0.739417,0.605214,-0.853074,-0.515977
1,-1.308081,3.637848,0.402294,0.321445,0.956344,4.010944
1,-0.997911,-1.726435,-0.609077,-0.28975,-0.229993,-1.384521
1,0.420949,1.740316,-0.90406,-0.617176,0.682171,2.007093
0,0.070395,-0.175916,1.329383,1.238238,0.002241,-0.387514
0,-0.654749,-0.489208,1.07654,0.998126,-1.060211,-0.654873
0,-0.063049,-0.343291,0.170521,-0.093295,-0.59896,-0.552042
0,-0.916292,0.24988,-0.651217,-0.726318,-0.918266,-0.060543
0,1.157977,0.271951,1.835068,2.067718,-0.730807,0.01278
0,-0.108107,0.73208,0.465504,-0.115123,-0.438358,0.301599
0,-0.43114,0.414189,0.08624,-0.180608,-1.24202,0.047354
0,-0.543823,-0.264815,-0.019111,-0.224265,-1.115996,-0.591684
0,0.04214,0.709395,0.0441,-0.115123,-0.620752,0.390122
0,-0.613143,-0.049618,0.0441,-0.15878,-0.779357,-0.318364
0,-1.455387,-0.859211,1.750787,1.740292,-0.836027,-1.103452
1,-0.014584,-1.123762,-1.262253,-1.031916,0.486341,-0.824468
1,0.45112,0.368514,0.802628,0.93264,-0.088442,0.593101
1,-1.459134,-0.768779,2.193262,2.438801,1.967839,-0.304057
0,-1.49375,1.487414,0.170521,-0.115123,-0.704643,0.746601
0,0.497147,-0.391725,0.233732,0.190475,-0.744964,-0.688851
0,-1.056116,-0.690303,0.676206,0.299617,-0.050763,-0.848611
1,2.869022,-1.00942,-0.98834,-0.639005,1.056089,-0.656661
0,-0.748076,-0.847869,0.634066,0.25596,-0.954725,-1.017611
0,-0.232028,-0.102651,0.339083,0.321445,-1.131259,-0.560984
1,1.409616,-0.941979,-1.578306,-1.577626,1.807722,-0.729089
0,-0.829935,0.362383,0.929049,0.845327,-0.914183,-0.011661
0,-0.540542,0.083731,-0.271953,-0.420721,-0.886822,-0.250407
1,0.660036,-1.109354,-1.409745,-1.162887,2.048889,-0.648017
0,-0.766967,-0.220978,0.254802,0.059504,-0.792572,-0.559494
1,0.663992,-1.3175,-1.093692,-0.900946,-0.586458,-0.990189
1,-0.746246,-0.750387,-2.315764,-2.276135,0.951937,-0.468884
0,-0.206957,0.393651,1.308313,1.019954,-0.997746,0.034538
0,0.221253,0.06687,3.710317,3.246452,1.025467,-0.339824
0,-0.14024,-0.014978,0.128381,0.168646,-0.795975,-0.215534
1,0.687517,-1.094947,-0.187672,-0.180608,0.323448,-0.777673
0,-0.413998,-0.256538,-0.187672,-0.377064,-0.708698,-0.489152
1,-0.018005,0.853779,-1.683657,-1.577626,0.683868,1.447338
0,-0.379326,0.548151,-0.693357,-0.966431,-0.576259,0.106668
1,0.722621,0.661574,-0.335164,-0.093295,1.253211,0.71143
1,0.468287,-0.754678,0.929049,1.303723,0.220234,-0.452193
1,0.595606,-0.118591,-0.271953,0.168646,0.298023,0.004434
1,7.045192,-1.240863,-0.145532,0.299617,-0.086788,-0.960681
0,-0.772162,1.887766,0.128381,0.103161,-0.946383,1.959403
1,-0.498134,-1.479664,-0.651217,-0.202437,0.039068,-1.194956
0,-1.074933,-0.323365,1.245102,0.954469,-0.78046,-0.483787
1,9.416516,-0.619491,-2.800379,-2.800017,0.539222,-0.290048
0,-0.657936,1.424878,-0.335164,-0.355235,-1.034934,1.042872
0,-1.075141,-0.317234,-1.093692,-1.446656,-1.52356,-0.551148
0,-0.375048,-0.357086,1.139751,1.172753,-0.939296,-0.58155
1,-0.322795,-1.281021,-0.609077,-0.28975,1.199961,-0.963662
0,-0.731614,-0.669458,1.0344,0.93264,-0.063103,-0.708821
1,0.026569,0.156382,-0.293023,-0.311579,0.520169,0.395487
0,-0.414182,0.188263,0.275872,0.212303,-0.716809,-0.046236
1,-0.004289,0.155769,-1.557236,-1.490313,1.238146,0.540642
1,0.277538,-1.14706,-1.599377,-1.512141,0.980908,-0.788701
0,-0.830807,-0.1986,0.444434,0.190475,-0.869974,-0.608375
0,-0.284796,-0.100811,0.339083,0.212303,-0.831289,-0.290048
0,-0.56544,-0.161508,-0.588006,-0.857289,-0.611349,-0.429838
1,0.859955,-0.048085,-0.92513,-0.682662,0.685416,0.199365
0,-1.077375,-0.757437,1.139751,0.736185,-0.964304,-0.851592
0,-0.259739,-0.448743,1.350453,1.325552,-0.848763,-0.612846
0,-0.618336,-1.141848,1.160821,1.412865,-0.323759,-1.213435
1,0.755542,-1.28378,0.170521,0.474244,1.268175,-0.96694
1,2.316583,-1.340492,-0.124462,0.037676,1.465477,-0.988103
1,-1.008627,1.232979,-1.325464,-1.162887,0.417354,1.336758
1,3.710494,-0.377624,-0.714428,-0.922774,1.507497,-0.147874
0,0.15452,1.140708,1.519015,1.260067,-0.736568,0.738553
1,0.134951,1.72928,0.128381,-0.027809,0.110262,1.904262
0,0.186185,0.124501,0.697277,0.539729,-1.016093,-0.172613
0,-0.017979,0.34307,-1.051551,-1.162887,-0.770463,0.240199
0,-0.726959,-0.376091,-0.124462,-0.508034,-1.066993,-0.654873
1,0.51983,1.400354,-1.072621,-0.660833,2.998393,1.500392
0,-0.099801,-0.159362,-0.377304,-0.398892,-0.961472,-0.540418
1,-0.456219,0.94513,-1.177972,-1.402999,0.036703,1.201439
1,-0.13971,1.381042,-3.306064,-3.323899,2.963331,1.40859
0,0.18344,-0.132692,-0.166602,-0.246093,-0.92796,-0.367246
1,0.32744,-0.878217,0.128381,0.124989,0.254564,-0.477826
0,-0.938528,-0.228335,0.06517,-0.093295,-0.773335,-0.567839
1,1.119988,-0.636351,-0.103392,0.081333,1.363317,-0.296606
0,-0.133373,-0.340532,-0.461585,-0.551691,-1.21762,-0.588406
1,0.529498,-0.790851,0.591925,0.954469,0.727669,-0.568436
0,-0.373525,-0.229562,1.0344,1.063611,-1.083498,-0.4203
1,1.135783,-0.767553,0.950119,1.194581,2.000429,-0.518958
1,0.543588,0.802892,-0.693357,-0.464378,0.035796,0.853306
1,-0.248297,0.618963,0.402294,0.452416,1.45803,1.089369
0,0.075391,0.120823,0.149451,0.015847,-1.007317,-0.053688
0,-0.320113,0.1291,0.381223,0.168646,-0.848289,-0.088262
1,0.277083,2.9193,2.130051,2.286002,0.187756,2.889049
0,-0.99803,-0.693675,0.865838,0.321445,-0.092559,-0.818805
0,0.146533,0.03223,-0.861919,-0.922774,-0.606856,-0.286472
1,0.787003,-0.392645,-0.777638,-0.617176,0.821092,-0.092137
1,0.519831,-0.74119,-1.662587,-1.752254,0.030092,-0.396754
1,1.621085,-1.462498,1.329383,1.805777,1.945328,-1.1267
1,1.324336,1.960111,-1.662587,-1.66494,2.460168,2.27624
1,2.457437,1.432235,-2.252553,-2.407106,2.056541,1.554341
0,-0.907243,-0.127788,0.444434,0.25596,-0.859081,-0.428348
0,-0.736888,-0.026933,0.296943,-0.093295,-1.226259,-0.510612
0,0.638209,-0.326124,0.00196,0.015847,-0.800101,-0.591088
1,0.58856,0.201752,1.350453,1.238238,-0.193866,0.410986
1,1.036906,-0.989801,0.802628,1.085439,1.079435,-0.699283
0,-0.223451,-0.682946,0.296943,0.277788,-0.85659,-0.795855
0,0.052467,-0.770006,0.929049,0.736185,-0.354512,-0.905838
0,-0.586076,0.122356,-0.440515,-0.529863,-0.781157,-0.051303
0,-0.466608,0.258769,1.0344,0.605214,-0.949161,0.022019
0,-0.514867,-0.502083,0.212662,0.124989,-0.930481,-0.655767
1,0.728713,-1.540974,-0.651217,-0.464378,1.479914,-1.222377
1,0.41984,-0.256538,-0.187672,-0.202437,2.241101,0.018741
0,-0.879659,-0.334094,0.360153,-0.115123,-0.71389,-0.498094
0,-0.330987,-0.141582,1.666506,1.391037,-0.735982,-0.299586
0,-0.707643,-0.211475,0.886908,0.692528,-1.063485,-0.344295
1,-0.362911,-1.006661,0.275872,0.583386,1.009801,-0.655767
0,-0.167205,0.616204,0.00196,-0.202437,-0.783644,0.228872
0,-0.590837,-0.613973,-0.630147,-0.398892,-0.780523,-0.730878
1,-0.965277,2.728933,-1.283323,-1.228372,-0.500452,3.006187
1,0.584788,-1.311676,0.423364,0.845327,1.403598,-0.845332
1,0.330076,-0.232934,-0.314094,-0.15878,1.03084,0.15853
1,-0.579235,-1.247301,-1.051551,-0.900946,0.249326,-0.879609
1,-0.670739,-0.016204,-1.91543,-1.817739,0.743062,0.084314
1,0.430108,0.572981,-0.693357,-0.813632,-0.187288,0.805319
1,1.767613,-0.914083,-0.187672,-0.093295,0.162212,-0.554427
0,-1.455034,-0.18082,-1.557236,-1.839567,-1.384221,-0.316874
1,1.469193,-1.60167,-0.419445,-0.355235,0.625611,-1.291825
1,-0.557038,0.038361,-1.114762,-0.879117,0.159051,0.211883
0,-0.345673,-0.428205,0.402294,0.605214,-1.178406,-0.760088
1,0.53644,-1.490393,0.107311,0.408759,2.092057,-1.112989
0,-0.918507,-0.104797,1.561155,1.369209,-0.653671,-0.412551
1,0.10747,-1.6452,-0.90406,-0.726318,0.373059,-1.146372
1,0.835085,-1.730727,0.233732,0.343274,1.283931,-1.391675
0,-0.596284,-0.538868,-0.314094,-0.311579,-0.751584,-0.707927
1,-0.493756,1.301646,-1.557236,-1.643111,0.136054,1.472375
0,-0.411423,-0.084258,0.634066,0.299617,-0.85943,-0.349064
0,-1.343977,-0.472348,-0.630147,-0.551691,-1.058343,-0.735945
1,2.688879,1.312988,0.0441,0.234131,0.589954,1.481615
0,-0.501996,-0.032451,-0.356234,-0.639005,-1.180339,-0.266204
0,-0.371936,-0.095907,0.739417,0.561558,-0.841385,-0.365159
0,-0.758982,-0.64708,-0.503726,-0.464378,-1.110446,-0.768433
1,-0.692207,-1.151658,-0.588006,-0.398892,0.04581,-0.916867
